hash,level,moves,health,r0c0,r0c1,r0c2,r0c3,r0c4,r0c5,r0c6,r1c0,r1c1,r1c2,r1c3,r1c4,r1c5,r1c6,r2c0,r2c1,r2c2,r2c3,r2c4,r2c5,r2c6,r3c0,r3c1,r3c2,r3c3,r3c4,r3c5,r3c6,r4c0,r4c1,r4c2,r4c3,r4c4,r4c5,r4c6,r5c0,r5c1,r5c2,r5c3,r5c4,r5c5,r5c6,r6c0,r6c1,r6c2,r6c3,r6c4,r6c5,r6c6,s0d0,s0d1,s0d2,s0d3,s0d4,s0d5,s0d6,s1d0,s1d1,s1d2,s1d3,s1d4,s1d5,s1d6,s2d0,s2d1,s2d2,s2d3,s2d4,s2d5,s2d6,s3d0,s3d1,s3d2,s3d3,s3d4,s3d5,s3d6,s4d0,s4d1,s4d2,s4d3,s4d4,s4d5,s4d6,s5d0,s5d1,s5d2,s5d3,s5d4,s5d5,s5d6,s6d0,s6d1,s6d2,s6d3,s6d4,s6d5,s6d6,solution
386,386,27,1,start,sand,sand,sand,sand,lava,,sand,lava,sand,lava,sand,sand,,sand,sand,sand,sand,sand,lava,,sand,sand,sand,sand,sand,sand,,sand,sand,sand,sand,endClosed,sand,,sand,sand,sand,sand,sand,sand,,,,,,,,,,,warp,gem,gem,,,gem,,gem,,warp,hammer,,gem,gem,,,gem,,,warp2,boulder,gem,enemy,enemy,enemy,,,,warp2,enemy,,enemy,,sword,,gem,enemy,enemy,enemy,,,,,,,,,"D,U,R,R,R,L,R,R,D,D,U,D,L,L,D,L,U,L,D,D,L,L,U,U,R,R"
387,387,27,1,start,sand,sand,lava,sand,sand,,sand,lava,sand,sand,sand,sand,,sand,sand,lava,sand,lava,sand,,sand,sand,sand,lava,sand,sand,,sand,sand,sand,sand,sand,endClosed,,sand,lava,sand,sand,lava,lava,,,,,,,,,,,gem,,gem,warp2,,gem,,,warp,,gem,,gem,,,gem,,gem,,,,,,,warp2,,gem,,warp,,enemy,,,sword,,,gem,,,,,,,,,,,"D,U,R,R,D,R,U,L,U,L,D,D,R,R,D,U,D,R,U,L,R,U,R,U,U,U,D"
388,388,28,1,start,sand,sand,sand,sand,endClosed,,sand,lava,sand,sand,lava,sand,,sand,sand,lava,lava,sand,sand,,sand,sand,lava,lava,sand,sand,,sand,lava,sand,sand,lava,sand,,sand,sand,sand,sand,sand,sand,,,,,,,,,,enemy,enemy,enemy,enemy,,,warp,,gem,sword,,warp2,,gem,sword,,,sword,,,,sword,,,sword,gem,,warp2,,sword,gem,,,,enemy,warp,gem,,,enemy,,,,,,,,,"D,R,U,R,D,R,R,U,U,L,U,R,U,U,R,U,L,U,L,R,U,R,R,D,R,U,R,R"
389,389,20,1,start,sand,sand,sand,sand,endClosed,,sand,lava,lava,lava,lava,sand,,sand,lava,sand,sand,lava,sand,,sand,lava,sand,sand,lava,sand,,sand,lava,lava,lava,lava,sand,,sand,sand,sand,sand,sand,sand,,,,,,,,,,sword,enemy,enemy,gem,,,sword,,,,,sword,,enemy,,warp,gem,,enemy,,enemy,,gem,warp2,,enemy,,sword,,,,,sword,,warp,gem,enemy,enemy,sword,warp2,,,,,,,,,"R,L,D,D,D,D,D,D,U,R,L,R,D,U,U,U,U,U,L,R"
390,390,30,1,ice,sand,sand,sand,sand,ice,,sand,lava,sand,sand,lava,sand,,sand,sand,endClosed,sand,sand,sand,,sand,sand,sand,start,sand,sand,,sand,lava,sand,sand,lava,sand,,ice,sand,sand,sand,sand,ice,,,,,,,,,gem,,,,,gem,,,,gem,warp2,,,,,warp2,,gem,gem,,,,gem,gem,,warp,,,,,warp,gem,,,,gem,,,,,gem,,,,,,,,,"D,U,U,R,D,U,L,L,D,D,R,R,R,R,R,U,U,U,U,U,L,L,L,L,L,D,D,R,L,D"
391,391,24,1,start,sand,sand,sand,sand,sand,,sand,sand,lava,sand,lava,sand,,lava,sand,sand,sand,sand,sand,,lava,sand,sand,sand,sand,lava,,sand,sand,sand,lava,sand,sand,,sand,lava,sand,lava,sand,endClosed,,,,,,,,,,,gem,warp,sword,warp2,,,gem,,gem,,gem,,,,enemy,gem,,,,,gem,gem,enemy,gem,,,gem,warp,gem,,warp2,gem,,,,,,gem,,,,,,,,,,"D,R,U,R,R,L,R,R,L,U,R,D,L,D,D,R,D,D,D,U,D,R,U,D"
392,392,29,1,start,sand,sand,sand,sand,sand,,sand,lava,sand,lava,lava,sand,,sand,sand,sand,lava,lava,sand,,sand,sand,lava,sand,sand,sand,,sand,lava,sand,sand,lava,sand,,sand,ice,sand,sand,sand,endClosed,,,,,,,,,,gem,gem,warp2,,enemy,,gem,,,,,gem,,,,,,,sword,,,gem,,sword,,,,,,warp2,warp,,enemy,,warp,,boulder,gem,gem,,,,,,,,,,"R,L,D,D,R,D,L,D,D,L,L,R,R,R,L,U,R,R,U,U,U,L,L,R,R,L,D,R,R"
393,393,29,1,sand,sand,sand,sand,sand,sand,,sand,lava,lava,lava,lava,sand,,start,sand,sand,sand,sand,endClosed,,sand,lava,sand,sand,lava,sand,,sand,sand,lava,lava,sand,sand,,sand,sand,sand,sand,sand,sand,,,,,,,,,,,boulder,sword,,warp,,,,,,,warp2,,,enemy,enemy,enemy,enemy,,,sword,,gem,gem,,sword,,,,,,,boulder,,warp,,boulder,sword,warp2,hammer,,,,,,,,,"D,D,D,D,L,R,D,D,U,U,R,L,U,R,L,L,L,L,L,L,D,D,R,R,D,R,U,R,R"
394,394,25,1,start,sand,sand,sand,sand,sand,,sand,sand,sand,sand,sand,sand,,sand,sand,sand,sand,sand,sand,,sand,sand,sand,sand,sand,sand,,sand,sand,sand,sand,sand,sand,,sand,sand,sand,sand,sand,endClosed,,,,,,,,,,,,,,,,,enemy,enemy,enemy,sword,gem,,,enemy,gem,enemy,gem,,,,enemy,enemy,enemy,,warp,,,gem,,sword,boulder,,,warp,hammer,,gem,,,,,,,,,,,"D,D,D,D,R,R,R,D,L,L,L,U,U,L,U,L,L,D,D,R,R,D,D,R,D"
395,395,25,1,start,sand,lava,sand,sand,lava,,sand,lava,sand,sand,lava,sand,,sand,sand,sand,lava,sand,sand,,sand,sand,lava,sand,sand,sand,,sand,lava,sand,sand,lava,sand,,sand,sand,sand,lava,sand,endClosed,,,,,,,,,,sword,,sword,sword,,,warp,,sword,warp,,sword,,sword,warp2,sword,,sword,warp2,,enemy,sword,,enemy,enemy,enemy,,enemy,,enemy,sword,,enemy,,gem,enemy,sword,,gem,,,,,,,,,,"D,U,D,D,U,L,D,L,U,D,D,L,D,D,R,R,U,R,U,R,R,D,D,L,R"
396,396,26,1,sand,sand,sand,sand,sand,sand,,sand,sand,sand,sand,sand,sand,,sand,sand,start,sand,lava,sand,,sand,sand,sand,endClosed,sand,sand,,sand,sand,sand,sand,sand,sand,,sand,sand,lava,sand,sand,sand,,,,,,,,,warp,hammer,enemy,boulder,gem,warp,,sword,enemy,sword,boulder,gem,enemy,,sword,enemy,,boulder,boulder,boulder,,boulder,boulder,boulder,,,sword,,gem,enemy,boulder,,hammer,enemy,,warp2,gem,boulder,,sword,warp2,,,,,,,,,"U,D,L,L,U,R,U,L,L,D,R,D,D,L,D,D,R,U,D,U,D,R,U,R,R,U"
397,397,22,1,start,sand,sand,sand,sand,sand,,lava,lava,lava,lava,ice,lava,,sand,ice,sand,sand,ice,sand,,sand,ice,sand,sand,ice,sand,,lava,ice,lava,lava,lava,lava,,sand,sand,sand,sand,sand,endClosed,,,,,,,,,,,sword,,warp,gem,,,boulder,,,,,,enemy,,,boulder,,sword,,gem,,boulder,hammer,,gem,,,,,,boulder,,,gem,warp,,,enemy,,,,,,,,,,"R,R,R,R,L,R,D,L,R,U,L,L,L,D,R,D,R,L,R,R,R,R"
398,398,27,1,sand,lava,lava,sand,sand,sand,,start,sand,lava,sand,sand,lava,,sand,lava,sand,sand,lava,sand,,sand,sand,sand,lava,lava,sand,,lava,sand,sand,sand,lava,sand,,sand,lava,sand,lava,sand,endClosed,,,,,,,,,sword,,,gem,warp,sword,,,gem,,warp2,gem,,,,,gem,enemy,,sword,,,,enemy,,,warp2,,,enemy,warp,sword,,enemy,,,,sword,,gem,,,,,,,,,,"U,D,R,L,D,D,R,D,R,R,L,R,L,D,U,D,U,L,R,U,U,R,U,D,D,L,R"
399,399,30,1,lava,sand,sand,sand,sand,sand,,sand,start,sand,sand,sand,sand,,sand,sand,lava,sand,sand,sand,,sand,sand,sand,lava,sand,sand,,sand,sand,sand,sand,endClosed,sand,,sand,sand,sand,sand,sand,lava,,,,,,,,,,gem,,,gem,warp2,,gem,,gem,gem,enemy,gem,,,gem,,warp,gem,,,,gem,warp,,gem,,,gem,enemy,gem,gem,,gem,,warp2,gem,,,gem,,,,,,,,,,"U,D,L,D,R,D,R,U,L,U,R,R,R,U,D,D,U,R,R,U,R,R,U,U,R,D,D,L,D,U"
400,400,13,1,start,lava,lava,lava,lava,lava,,sand,ice,sand,sand,ice,sand,,sand,ice,sand,sand,ice,sand,,sand,ice,sand,sand,ice,sand,,sand,ice,sand,sand,ice,sand,,endClosed,lava,lava,lava,lava,lava,,,,,,,,,,,,,,,,sword,,gem,enemy,,,,,,enemy,gem,,sword,,sword,,gem,enemy,,,,,,enemy,gem,,sword,,,,,,,,,,,,,,,,"D,R,R,D,R,D,D,L,L,U,L,D,D"
401,401,25,1,start,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,endClosed,,boulder,boulder,boulder,warp2,,gem,,,boulder,boulder,,gem,,,,gem,boulder,,,warp3,warp,,,boulder,boulder,boulder,boulder,,,boulder,warp2,boulder,warp3,,gem,boulder,,gem,boulder,,gem,boulder,,gem,,warp,boulder,,"D,D,R,R,D,L,D,L,D,U,U,L,L,U,R,U,R,R,D,L,D,R,R,D,D"
402,402,28,1,start,grass,grass,grass,grass,grass,endClosed,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,,,warp,warp2,warp3,,,boulder,,boulder,boulder,boulder,boulder,boulder,boulder,gem,gem,gem,gem,boulder,warp3,boulder,gem,gem,gem,gem,boulder,warp2,boulder,gem,gem,gem,gem,boulder,warp,boulder,gem,gem,gem,gem,boulder,,boulder,boulder,boulder,boulder,boulder,boulder,,"R,D,D,D,D,D,R,R,R,U,L,L,U,R,R,U,L,L,L,U,U,R,D,U,R,U,R,R"
403,403,42,1,start,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,endClosed,,,boulder,,boulder,gem,gem,,warp,boulder,warp2,boulder,gem,gem,boulder,boulder,boulder,warp3,boulder,boulder,boulder,,warp,warp2,boulder,boulder,boulder,boulder,boulder,boulder,boulder,boulder,warp3,hammer,,gem,gem,boulder,boulder,hammer,,gem,gem,gem,boulder,boulder,,gem,,"R,D,R,D,R,D,L,U,U,L,U,D,D,D,D,L,U,R,U,U,U,D,R,R,R,R,U,L,D,L,L,L,U,D,R,D,R,R,D,L,D,R"
404,404,46,1,start,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,endClosed,grass,grass,grass,grass,grass,grass,grass,grass,,,warp3,boulder,gem,,gem,,warp2,boulder,gem,warp2,gem,,warp,boulder,boulder,,gem,boulder,gem,boulder,gem,,boulder,boulder,gem,boulder,gem,warp,gem,boulder,warp3,,boulder,,gem,boulder,gem,,,,gem,,gem,boulder,boulder,,gem,"D,D,U,R,D,L,U,R,L,D,R,U,L,D,L,D,D,R,R,L,U,U,U,R,U,R,R,D,D,U,L,L,U,R,R,U,D,D,L,L,R,R,D,R,U,L"
405,405,32,1,start,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,endClosed,,,boulder,hammer,,boulder,,,warp3,warp2,boulder,warp,warp3,boulder,,warp,boulder,gem,gem,boulder,boulder,boulder,boulder,gem,boulder,gem,gem,boulder,,boulder,gem,gem,boulder,boulder,,hammer,warp2,boulder,gem,boulder,,,boulder,gem,boulder,boulder,,,,"D,D,R,U,L,R,D,R,R,R,D,R,L,U,L,L,U,D,U,D,U,L,R,D,D,D,R,D,R,R,R,D"
406,406,31,1,start,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,endClosed,,warp,warp3,hammer,,boulder,warp2,boulder,boulder,boulder,boulder,boulder,boulder,warp,warp3,boulder,heart,heart,heart,boulder,gem,warp2,boulder,heart,heart,heart,boulder,gem,gem,boulder,heart,heart,heart,boulder,gem,gem,boulder,heart,gem,heart,boulder,boulder,gem,boulder,heart,heart,heart,,,"R,D,D,D,U,U,U,L,R,U,D,D,D,U,U,U,D,L,R,U,U,R,D,D,D,D,D,D,R,R,R"
407,407,37,1,start,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,endClosed,,,warp,boulder,boulder,,gem,,warp2,boulder,boulder,,gem,warp2,warp3,boulder,hammer,gem,boulder,boulder,gem,boulder,boulder,gem,warp3,gem,boulder,gem,boulder,,boulder,gem,,boulder,boulder,,gem,boulder,boulder,boulder,boulder,boulder,gem,warp,gem,gem,boulder,,,"R,R,L,U,R,D,L,D,U,L,D,R,L,D,U,L,D,R,U,D,R,D,L,U,U,R,D,D,U,U,U,R,R,R,R,R,R"
408,408,31,1,start,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,endClosed,,,boulder,boulder,,boulder,hammer,,,warp2,boulder,gem,boulder,hammer,boulder,warp,warp3,gem,warp,boulder,,boulder,boulder,gem,boulder,gem,boulder,,,gem,warp2,gem,boulder,gem,gem,boulder,boulder,boulder,boulder,gem,warp3,,hammer,hammer,,,gem,,,"D,R,D,U,D,U,D,D,U,U,R,L,R,L,R,R,L,L,R,U,U,U,R,D,L,R,L,L,D,R,R"
409,409,33,1,start,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,endClosed,,warp,,,,hammer,warp2,warp3,gem,boulder,,,,,gem,boulder,gem,boulder,,,,,gem,boulder,gem,boulder,gem,,,,,boulder,heart,boulder,warp3,,,,,boulder,gem,boulder,warp2,hammer,,,warp,boulder,,"R,L,L,L,U,U,U,L,U,D,R,R,U,D,R,L,L,L,D,D,D,L,D,D,D,R,D,R,L,D,L,R,D"
410,410,28,1,start,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,endClosed,,gem,boulder,boulder,boulder,warp,gem,gem,warp,boulder,boulder,boulder,gem,warp2,boulder,boulder,boulder,gem,hammer,boulder,boulder,boulder,boulder,gem,warp3,gem,boulder,boulder,boulder,boulder,hammer,gem,boulder,boulder,boulder,warp2,gem,boulder,boulder,boulder,gem,gem,gem,warp3,boulder,boulder,boulder,gem,,"R,L,D,R,R,D,R,D,L,D,R,U,L,U,L,R,R,D,U,R,D,D,R,D,D,U,R,D"
411,411,44,1,start,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,endClosed,,hammer,boulder,boulder,hammer,warp3,warp,hammer,boulder,gem,boulder,boulder,gem,warp2,boulder,gem,boulder,gem,boulder,boulder,hammer,boulder,boulder,gem,boulder,gem,boulder,boulder,hammer,boulder,boulder,gem,boulder,gem,boulder,warp,gem,boulder,boulder,gem,boulder,gem,warp2,warp3,hammer,boulder,boulder,gem,,"R,L,D,D,D,D,D,L,U,D,D,U,R,L,L,R,L,D,U,R,R,U,U,U,R,R,U,D,R,D,L,R,R,D,L,R,R,D,L,R,R,D,L,R"
412,412,26,1,start,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,endClosed,,,,hammer,boulder,gem,boulder,,,,,boulder,warp2,gem,,,gem,warp2,boulder,boulder,boulder,hammer,,warp,warp3,boulder,,,boulder,boulder,boulder,boulder,warp3,gem,,gem,warp,boulder,,gem,gem,boulder,boulder,gem,boulder,,,boulder,,"D,D,D,R,R,L,D,R,U,U,R,U,D,U,U,D,D,R,L,D,R,D,L,R,D,R"
413,413,25,1,start,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,endClosed,,,gem,boulder,boulder,gem,warp2,,gem,warp,boulder,boulder,,gem,gem,warp3,gem,boulder,boulder,boulder,boulder,boulder,boulder,boulder,boulder,boulder,boulder,boulder,boulder,boulder,boulder,boulder,boulder,gem,boulder,warp2,gem,boulder,boulder,gem,warp3,gem,gem,warp,boulder,boulder,boulder,gem,,"R,R,D,U,L,L,D,R,U,D,R,L,D,U,D,L,R,L,R,R,L,R,D,L,R"
414,414,22,1,grass,grass,grass,grass,grass,grass,endClosed,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,start,grass,grass,grass,grass,grass,grass,warp2,gem,,boulder,,,,hammer,warp,boulder,,boulder,,,,boulder,warp3,gem,gem,boulder,,boulder,,gem,boulder,gem,,boulder,,,gem,gem,warp,boulder,,,,,,boulder,warp3,hammer,,,,boulder,,gem,warp2,"U,R,U,R,U,D,R,R,U,L,L,R,D,R,U,U,L,R,R,U,R,U"
415,415,31,1,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,start,grass,grass,grass,grass,grass,endClosed,gem,gem,boulder,boulder,boulder,boulder,warp,gem,boulder,boulder,boulder,boulder,warp2,hammer,boulder,boulder,boulder,boulder,boulder,boulder,boulder,boulder,boulder,boulder,boulder,boulder,boulder,boulder,boulder,boulder,boulder,warp3,hammer,,,boulder,hammer,warp,boulder,boulder,boulder,boulder,,,warp2,warp3,hammer,,,"R,U,R,D,L,R,R,L,R,L,R,L,L,L,L,L,L,L,U,R,D,R,R,R,R,R,R,L,R,R,R"
416,416,27,1,start,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,endClosed,,gem,boulder,boulder,boulder,boulder,boulder,boulder,warp,warp3,warp2,,hammer,boulder,gem,boulder,boulder,boulder,boulder,boulder,boulder,boulder,boulder,boulder,boulder,boulder,boulder,boulder,boulder,boulder,boulder,boulder,boulder,boulder,gem,boulder,hammer,,warp3,warp,warp2,boulder,boulder,boulder,boulder,boulder,boulder,gem,,"R,D,R,R,R,L,L,L,L,D,U,R,R,L,L,L,R,R,R,R,U,D,D,L,R"
417,417,24,1,start,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,marsh,marsh,marsh,grass,grass,grass,grass,marsh,marsh,marsh,grass,grass,grass,grass,marsh,marsh,marsh,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,endClosed,,hammer,boulder,boulder,gem,gem,warp2,hammer,warp,boulder,boulder,gem,warp3,gem,boulder,boulder,,,,gem,gem,boulder,boulder,,,,boulder,boulder,gem,gem,,,,boulder,boulder,gem,warp2,gem,boulder,boulder,warp3,,warp,gem,gem,boulder,boulder,,,"R,L,D,R,U,U,R,D,L,L,D,R,L,L,L,D,L,U,D,D,L,U,R,D"
418,418,39,1,start,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,marsh,grass,grass,grass,grass,grass,grass,marsh,marsh,endClosed,,boulder,boulder,gem,boulder,warp2,warp,,sword,boulder,boulder,boulder,boulder,warp3,gem,gem,boulder,boulder,boulder,gem,gem,gem,gem,boulder,boulder,boulder,gem,gem,gem,gem,boulder,boulder,boulder,gem,gem,warp,boulder,boulder,boulder,enemy,hammer,,warp3,warp2,boulder,boulder,gem,enemy,,"D,R,D,L,D,R,D,L,D,L,L,D,L,D,D,D,D,L,R,U,R,U,U,U,U,R,L,L,R,R,L,D,D,D,D,D"
419,419,36,1,start,marsh,grass,marsh,grass,marsh,grass,marsh,grass,marsh,grass,marsh,grass,marsh,grass,marsh,grass,marsh,grass,marsh,grass,marsh,grass,marsh,grass,marsh,grass,marsh,grass,marsh,grass,marsh,grass,marsh,grass,marsh,grass,marsh,grass,marsh,grass,marsh,grass,marsh,grass,marsh,grass,marsh,endClosed,,warp,,,,,,warp3,warp2,,,,gem,,,,,,gem,warp3,gem,,,,,,gem,,,,gem,,,gem,,,gem,warp,gem,gem,warp2,gem,,,gem,,,gem,,"R,U,L,D,D,R,R,U,R,R,L,R,U,L,L,D,D,R,D,R,D,D,L,R"
420,420,41,1,start,grass,grass,grass,grass,grass,marsh,grass,grass,grass,grass,grass,marsh,grass,grass,grass,grass,grass,marsh,grass,grass,grass,grass,grass,marsh,grass,grass,grass,marsh,marsh,marsh,grass,grass,grass,grass,marsh,marsh,marsh,grass,grass,grass,grass,marsh,marsh,marsh,grass,grass,grass,endClosed,,,,,warp3,warp2,hammer,boulder,boulder,boulder,warp,,hammer,warp,boulder,boulder,boulder,boulder,hammer,,warp3,boulder,boulder,boulder,boulder,boulder,warp2,,gem,gem,gem,boulder,boulder,boulder,,gem,heart,gem,boulder,boulder,boulder,,gem,gem,gem,boulder,boulder,boulder,,"R,R,R,D,U,L,U,L,U,R,U,D,L,L,L,L,L,D,D,R,R,U,U,R,R,R,R,D,D"
421,421,42,1,start,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,marsh,grass,grass,marsh,marsh,marsh,grass,grass,grass,grass,marsh,marsh,marsh,grass,grass,grass,grass,marsh,marsh,marsh,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,endClosed,,,,,boulder,warp3,,,boulder,boulder,boulder,boulder,boulder,hammer,,boulder,gem,gem,gem,boulder,,warp,boulder,gem,heart,gem,boulder,,boulder,boulder,gem,gem,gem,boulder,boulder,warp3,boulder,boulder,boulder,boulder,boulder,warp,,,,warp2,boulder,warp2,,"D,D,D,D,L,L,L,L,U,R,D,U,L,D,R,R,R,R,L,U,U,L,U,U,R,R,D,D,L,D,D,R"
422,422,37,1,start,grass,grass,grass,grass,marsh,grass,grass,grass,grass,grass,grass,marsh,grass,grass,grass,marsh,marsh,marsh,marsh,grass,grass,grass,marsh,marsh,marsh,grass,grass,grass,grass,marsh,marsh,marsh,grass,grass,marsh,marsh,marsh,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,endClosed,,,warp3,hammer,,,gem,,,boulder,boulder,boulder,,warp2,warp,boulder,gem,gem,gem,,,hammer,boulder,gem,heart,gem,boulder,,,boulder,gem,gem,gem,boulder,warp3,,,,boulder,boulder,,,gem,warp2,,,warp,,,"D,D,L,L,L,U,D,L,R,D,D,D,R,L,L,L,U,U,L,L,D,D,R,R,R,D,D,R"
423,423,43,1,start,grass,grass,grass,marsh,grass,marsh,grass,marsh,marsh,marsh,marsh,grass,marsh,grass,marsh,marsh,marsh,marsh,grass,marsh,marsh,marsh,marsh,grass,grass,marsh,marsh,marsh,grass,grass,marsh,marsh,marsh,grass,marsh,grass,grass,marsh,marsh,marsh,grass,marsh,marsh,marsh,marsh,grass,grass,endClosed,,warp2,,hammer,boulder,hammer,boulder,warp,boulder,boulder,boulder,boulder,warp3,boulder,warp3,boulder,boulder,boulder,boulder,gem,boulder,boulder,boulder,boulder,gem,gem,boulder,boulder,boulder,gem,gem,boulder,boulder,boulder,warp2,boulder,gem,gem,boulder,boulder,boulder,,boulder,boulder,boulder,boulder,warp,,,"D,R,R,U,U,R,R,L,L,D,D,L,L,D,U,D,U,R,L,D,D,L,D,L,L,D,L,D,R,U,U,R,R,U,R,U,U,R,R"
424,424,41,1,start,marsh,grass,marsh,grass,grass,marsh,grass,marsh,grass,grass,grass,grass,marsh,marsh,grass,grass,marsh,grass,grass,grass,grass,grass,marsh,grass,grass,grass,marsh,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,marsh,grass,grass,grass,grass,grass,endClosed,,,boulder,gem,boulder,,gem,warp,gem,boulder,warp2,boulder,boulder,hammer,gem,boulder,boulder,gem,boulder,boulder,warp3,boulder,boulder,gem,boulder,boulder,boulder,hammer,boulder,boulder,boulder,warp3,boulder,boulder,,warp,boulder,boulder,,boulder,boulder,boulder,hammer,boulder,boulder,warp2,,boulder,,"D,D,U,D,U,D,U,R,U,R,R,D,U,U,U,U,D,D,U,L,R,U,U,U,U,D,D,D,D"
